sample_id,ai_chrom_index,uid,n_ai_peaks,n_ignored_weak,n_review_required,channel_alert_level,random_order
test3_48,117.0,triasulfuron-1,1,0,0,GREEN,441
test3_43,584.0,hexaflumuron-2,1,0,0,GREEN,442
test3_33,652.0,tralkoxydim-2,1,0,1,YELLOW,443
test3_49,232.0,clethodim sulfone-2,1,0,0,GREEN,444
test3_36,179.0,disulfoton sulfoxide-1,1,0,0,GREEN,445
test3_55,554.0,isopyrazam-2,1,0,0,GREEN,446
test3_7,194.0,flutriafol-2,4,0,4,RED,447
test3_31,456.0,etrimfos-2,1,0,0,GREEN,448
test3_22,155.0,tebuthiuron-1,1,0,0,GREEN,449
test3_18,435.0,dimoxystrobin-1,1,0,0,GREEN,450
test3_18,459.0,fluthiacet-methyl-1,1,0,0,GREEN,451
test3_7,678.0,pyrethrins I-2,1,0,1,YELLOW,452
test3_27,33.0,dicrotophos-1,1,0,0,GREEN,453
test3_33,301.0,halosulfuron-methyl-1,1,0,0,GREEN,454
test3_48,5.0,methomyl-1,1,0,0,GREEN,455
test3_52,526.0,bitertanol-2,2,0,1,RED,456
test3_52,369.0,fenpyrazamine-1,1,0,0,GREEN,457
test3_13,235.0,methidathion-1,2,0,1,RED,458
test3_50,672.0,fenpropathrin-2,1,0,0,GREEN,459
test3_29,34.0,dicrotophos-2,1,0,0,GREEN,460
test3_33,146.0,ethirimol-2,1,0,0,GREEN,461
test3_28,159.0,carboxin-1,1,0,0,GREEN,462
test3_46,395.0,metolachlor-1,1,0,0,GREEN,463
test3_23,589.0,spinosad D-1,1,0,0,GREEN,464
test3_9,172.0,penoxsulam-2,1,0,0,GREEN,465
test3_8,309.0,azoxystrobin-1,1,0,0,GREEN,466
test3_39,481.0,penthiopyrad-1,1,0,0,GREEN,467
test3_38,516.0,oxadiargyl-2,1,0,0,GREEN,468
test3_33,16.0,nitenpyram-2,1,0,0,GREEN,469
test3_12,430.0,flusilazole-2,1,0,0,GREEN,470
test3_13,421.0,fenoxanil-1,3,0,2,RED,471
test3_15,609.0,cyflumetofen-1,1,0,0,GREEN,472
test3_52,95.0,formothion-1,1,0,0,GREEN,473
test3_52,138.0,simazine-2,1,0,0,GREEN,474
test3_34,470.0,iprobenfos-2,1,0,0,GREEN,475
test3_28,547.0,ametoctradin-1,1,0,0,GREEN,476
test3_46,666.0,propargite-2,1,0,0,GREEN,477
test3_42,483.0,pyrametostrobin-1,1,0,0,GREEN,478
test3_50,343.0,triadimefon-1,1,0,0,GREEN,479
test3_39,500.0,pyraflufen-ethyl-2,1,0,0,GREEN,480
test3_31,345.0,sedaxane-1,2,0,1,RED,481
test3_9,23.0,flonicamid-1,1,0,1,YELLOW,482
test3_30,496.0,phorate-2,2,1,0,GREEN,483
test3_44,1.0,methamidophos-1,2,0,1,RED,484
test3_49,514.0,pirimiphos-methyl-2,1,0,0,GREEN,485
test3_39,302.0,halosulfuron-methyl-2,1,0,0,GREEN,486
test3_36,315.0,paclobutrazol-1,2,0,1,RED,487
test3_43,605.0,novaluron-1,1,0,0,GREEN,488
test3_27,466.0,tebuconazole-2,1,0,0,GREEN,489
test3_6,220.0,isoxaflutole-2,1,0,1,RED,490
test3_29,219.0,isoxaflutole-1,1,0,0,GREEN,491
test3_20,228.0,fenpropidin-2,1,0,0,GREEN,492
test3_34,89.0,fensulfothion oxon sulfone-1,1,0,0,GREEN,493
test3_50,107.0,cinosulfuron-1,1,0,0,GREEN,494
test3_18,93.0,thiabendazole-1,1,0,0,GREEN,495
test3_4,488.0,prochloraz metabolite BTS44595-2,2,1,1,YELLOW,496
test3_7,211.0,isocarbophos-1,1,0,1,YELLOW,497
test3_22,589.0,spinosad D-1,1,0,0,GREEN,498
test3_54,208.0,metazachlor-2,1,0,0,GREEN,499
test3_10,252.0,ametryn-2,1,0,0,GREEN,500
test3_55,144.0,chlorsulfuron-2,1,0,0,GREEN,501
test3_45,128.0,metsulfuron-methyl-2,1,0,0,GREEN,502
test3_9,329.0,mepronil-1,1,0,0,GREEN,503
test3_17,67.0,demeton-S-sulfoxide-1,1,0,0,GREEN,504
test3_48,336.0,mandipropamid-2,1,0,0,GREEN,505
test3_11,274.0,bensulfuron-methyl-2,1,0,0,GREEN,506
test3_46,659.0,lufenuron-1,1,0,0,GREEN,507
test3_26,255.0,phosmet-1,1,0,0,GREEN,508
test3_55,451.0,phenthoate-1,3,0,2,RED,509
test3_5,689.0,bioresmethrin-1,4,0,3,RED,510
test3_25,52.0,3-hydroxy carbofuran-2,1,0,0,GREEN,511
test3_11,233.0,fensulfothion sulfone-1,1,0,1,YELLOW,512
test3_53,387.0,napropamide-1,1,0,0,GREEN,513
test3_5,20.0,oxydemeton-methyl-2,2,0,2,RED,514
test3_43,66.0,sulfoxaflor-2,3,1,1,RED,515
test3_27,647.0,metaflumizone-1,1,0,0,GREEN,516
test3_16,483.0,pyrametostrobin-1,1,0,0,GREEN,517
test3_37,76.0,thiacloprid-2,1,0,0,GREEN,518
test3_48,624.0,oxadiazon-2,1,0,0,GREEN,519
test3_4,167.0,pirimicarb-1,1,0,0,GREEN,520
test3_44,178.0,simetryn-2,1,0,0,GREEN,521
test3_13,273.0,bensulfuron-methyl-1,1,0,0,GREEN,522
test3_40,461.0,fonofos-1,1,0,0,GREEN,523
test3_3,693.0,methoprene-1,2,0,1,RED,524
test3_29,301.0,halosulfuron-methyl-1,1,0,0,GREEN,525
test3_13,137.0,simazine-1,1,0,0,GREEN,526
test3_22,627.0,pyriproxyfen-1,1,0,0,GREEN,527
test3_16,437.0,phoxim-1,1,0,0,GREEN,528
test3_46,81.0,pirimicarb-desmethyl-1,1,0,0,GREEN,529
test3_12,611.0,enestroburin-1,1,0,0,GREEN,530
test3_23,459.0,fluthiacet-methyl-1,1,0,0,GREEN,531
test3_55,550.0,difenoconazole-2,1,0,0,GREEN,532
test3_36,25.0,thiamethoxam-1,1,0,0,GREEN,533
test3_43,374.0,triticonazole-2,1,0,0,GREEN,534
test3_51,58.0,acetamiprid-2,1,0,0,GREEN,535
test3_46,425.0,Fenoxycarb-1,1,0,0,GREEN,536
test3_45,206.0,diuron-2,1,0,0,GREEN,537
test3_22,683.0,spirodiclofen-1,4,1,2,RED,538
test3_31,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,539
test3_19,7.0,omethoate-1,1,0,0,GREEN,540
test3_28,138.0,simazine-2,1,0,0,GREEN,541
test3_50,331.0,malathion-1,1,0,0,GREEN,542
test3_23,1.0,methamidophos-1,2,0,1,RED,543
test3_38,466.0,tebuconazole-2,1,0,0,GREEN,544
test3_36,551.0,cadusafos-1,1,0,0,GREEN,545
test3_23,305.0,boscalid-1,1,0,0,GREEN,546
test3_7,71.0,Chloridazon-1,5,1,3,RED,547
test3_4,679.0,chlorfluazuron-1,1,0,0,GREEN,548
test3_21,296.0,terbuthylazine-2,1,0,0,GREEN,549
test3_4,510.0,pyrimorph-2,1,0,0,GREEN,550
test3_38,546.0,EPN-2,2,1,0,GREEN,551
test3_12,494.0,edifenphos-2,1,0,0,GREEN,552
test3_20,20.0,oxydemeton-methyl-2,2,0,2,RED,553
test3_17,549.0,difenoconazole-1,1,0,0,GREEN,554
test3_33,451.0,phenthoate-1,2,0,1,RED,555
test3_34,98.0,phosmet oxon-2,1,0,0,GREEN,556
test3_20,174.0,fosthiazate-2,1,0,0,GREEN,557
test3_50,321.0,fluopicolide-1,1,0,0,GREEN,558
test3_6,59.0,trichlorfon-1,3,0,2,RED,559
test3_35,52.0,3-hydroxy carbofuran-2,1,0,0,GREEN,560
test3_38,160.0,carboxin-2,1,0,0,GREEN,561
test3_53,45.0,imidaclothiz-1,1,0,0,GREEN,562
test3_18,172.0,penoxsulam-2,1,0,0,GREEN,563
test3_47,555.0,spinosad A-1,1,0,0,GREEN,564
test3_18,700.0,bifenthrin-2,3,0,2,RED,565
test3_10,343.0,triadimefon-1,1,0,0,GREEN,566
test3_10,454.0,fenthion-2,1,0,1,YELLOW,567
test3_15,84.0,florasulam-2,1,0,0,GREEN,568
test3_47,625.0,propaquizafop-1,1,0,0,GREEN,569
test3_14,115.0,dichlorvos-1,2,0,2,RED,570
test3_23,485.0,hexaconazole-1,1,0,0,GREEN,571
test3_47,30.0,monocrotophos-2,1,0,0,GREEN,572
test3_8,261.0,promecarb-1,2,0,2,RED,573
test3_26,195.0,atrazine-1,1,0,0,GREEN,574
test3_34,83.0,florasulam-1,1,0,0,GREEN,575
test3_34,250.0,phenmedipham-2,1,0,0,GREEN,576
test3_54,90.0,fensulfothion oxon sulfone-2,1,0,0,GREEN,577
test3_20,464.0,tebufenozide-2,2,0,1,RED,578
test3_9,2.0,methamidophos-2,4,0,4,RED,579
test3_12,356.0,mefenacet-2,1,0,1,YELLOW,580
test3_12,80.0,mevinphos-2,1,0,1,YELLOW,581
test3_33,36.0,spirotetramat-enol-2,1,0,0,GREEN,582
test3_39,177.0,simetryn-1,1,0,0,GREEN,583
test3_15,436.0,dimoxystrobin-2,1,0,0,GREEN,584
test3_30,165.0,fenthion sulfone-1,1,0,0,GREEN,585
test3_16,604.0,oxyfluorfen-2,1,0,0,GREEN,586
test3_23,592.0,fenoxaprop-P-ethyl-2,1,0,0,GREEN,587
test3_52,103.0,phosphamidon-1,1,0,0,GREEN,588
test3_17,676.0,Proquinazid-2,1,0,0,GREEN,589
test3_19,661.0,butralin-1,1,0,0,GREEN,590
test3_39,693.0,methoprene-1,1,0,0,GREEN,591
test3_45,153.0,sulfentrazone-1,1,0,0,GREEN,592
test3_8,539.0,cyflufenamid-1,1,0,0,GREEN,593
test3_39,526.0,bitertanol-2,2,0,1,RED,594
test3_23,513.0,pirimiphos-methyl-1,1,0,0,GREEN,595
test3_3,584.0,hexaflumuron-2,3,1,1,RED,596
test3_49,419.0,cyprodinil-1,1,0,0,GREEN,597
test3_20,332.0,malathion-2,4,0,3,RED,598
test3_36,291.0,fenpropimorph-1,1,0,0,GREEN,599
test3_23,666.0,propargite-2,2,0,1,RED,600
test3_18,306.0,boscalid-2,1,0,0,GREEN,601
test3_10,371.0,fluopyram-1,1,0,0,GREEN,602
test3_37,210.0,propachlor-2,1,0,0,GREEN,603
test3_39,132.0,spirotetramat-mono-hydroxy-2,1,0,0,GREEN,604
test3_4,294.0,Dimethenamid-P-2,2,1,1,YELLOW,605
test3_43,182.0,demeton-S-methyl-2,1,0,0,GREEN,606
test3_52,63.0,metamitron-1,1,0,0,GREEN,607
test3_3,424.0,bupirimate-2,1,0,0,GREEN,608
test3_43,180.0,disulfoton sulfoxide-2,1,0,0,GREEN,609
test3_19,618.0,fluazifop-2,1,0,0,GREEN,610
test3_6,469.0,iprobenfos-1,2,0,1,RED,611
test3_10,700.0,bifenthrin-2,4,0,4,RED,612
test3_11,566.0,triflumizole-2,2,0,1,RED,613
test3_51,462.0,fonofos-2,1,0,0,GREEN,614
test3_21,172.0,penoxsulam-2,1,0,0,GREEN,615
test3_20,463.0,tebufenozide-1,2,0,2,RED,616
test3_44,670.0,etoxazole-2,1,0,0,GREEN,617
test3_52,161.0,fenamiphos sulfone-1,1,0,0,GREEN,618
test3_31,67.0,demeton-S-sulfoxide-1,1,0,0,GREEN,619
test3_38,407.0,chromafenozide-1,1,0,0,GREEN,620
test3_56,523.0,triflumuron-1,1,0,0,GREEN,621
test3_23,580.0,profenofos-2,2,0,1,RED,622
test3_48,601.0,teflubenzuron-1,1,0,1,RED,623
test3_45,554.0,isopyrazam-2,1,0,0,GREEN,624
test3_55,191.0,phorate sulfone-1,1,0,0,GREEN,625
test3_18,333.0,myclobutanil-1,1,0,0,GREEN,626
test3_37,524.0,triflumuron-2,1,0,0,GREEN,627
test3_26,449.0,Diclobutrazol-1,2,0,1,RED,628
test3_48,410.0,cyproconazole-2,2,0,1,RED,629
test3_46,667.0,flufenoxuron-1,1,0,0,GREEN,630
test3_44,550.0,difenoconazole-2,1,0,0,GREEN,631
test3_16,632.0,tolfenpyrad-2,1,0,0,GREEN,632
test3_14,23.0,flonicamid-1,1,0,0,GREEN,633
test3_33,384.0,flufenacet-2,1,0,0,GREEN,634
test3_19,242.0,metazosulfuron-2,1,0,0,GREEN,635
test3_3,637.0,piperonyl butoxide-1,3,0,3,RED,636
test3_11,62.0,dimethoate-2,1,0,0,GREEN,637
test3_46,596.0,terbufos-2,2,1,0,GREEN,638
test3_26,92.0,tricyclazole-2,1,0,0,GREEN,639
test3_9,651.0,tralkoxydim-1,1,0,1,RED,640
test3_5,540.0,cyflufenamid-2,1,0,0,GREEN,641
test3_56,98.0,phosmet oxon-2,2,0,1,RED,642
test3_8,144.0,chlorsulfuron-2,1,0,0,GREEN,643
test3_56,331.0,malathion-1,1,0,0,GREEN,644
test3_47,284.0,terbufos sulfoxide-2,1,0,0,GREEN,645
test3_30,692.0,tau-fluvalinate-2,2,0,1,RED,646
test3_41,228.0,fenpropidin-2,1,0,0,GREEN,647
test3_22,354.0,triflusulfuron-methyl-2,1,0,0,GREEN,648
test3_15,1.0,methamidophos-1,2,0,1,RED,649
test3_33,269.0,benazolin-ethyl-1,1,0,0,GREEN,650
test3_54,702.0,pyridalyl-2,1,0,0,GREEN,651
test3_8,402.0,cyazofamid-2,2,0,2,RED,652
test3_16,224.0,metalaxyl-2,1,0,0,GREEN,653
test3_11,150.0,amidosulfuron-2,1,0,0,GREEN,654
test3_53,8.0,omethoate-2,1,0,0,GREEN,655
test3_54,281.0,ethofumesate-1,1,0,0,GREEN,656
test3_43,525.0,bitertanol-1,2,0,2,RED,657
test3_33,547.0,ametoctradin-1,1,0,0,GREEN,658
test3_25,328.0,isoprothiolane-2,1,0,0,GREEN,659
test3_27,650.0,hexythiazox-2,1,0,0,GREEN,660
test3_45,586.0,pyrethrins II-2,1,0,0,GREEN,661
test3_28,193.0,flutriafol-1,1,0,0,GREEN,662
test3_41,500.0,pyraflufen-ethyl-2,1,0,0,GREEN,663
test3_15,620.0,buprofezin-2,1,0,0,GREEN,664
test3_41,188.0,disulfoton sulfone-2,1,0,0,GREEN,665
test3_14,67.0,demeton-S-sulfoxide-1,1,0,0,GREEN,666
test3_19,599.0,spinetoram J-1,2,0,1,RED,667
test3_52,45.0,imidaclothiz-1,1,0,0,GREEN,668
test3_48,333.0,myclobutanil-1,1,0,0,GREEN,669
test3_15,243.0,flumorph-1,1,0,0,GREEN,670
test3_37,261.0,promecarb-1,2,0,1,RED,671
test3_36,195.0,atrazine-1,1,0,0,GREEN,672
test3_20,340.0,ethoxysulfuron-2,1,0,0,GREEN,673
test3_29,296.0,terbuthylazine-2,1,0,0,GREEN,674
test3_15,142.0,pirimicarb-desmethyl-formamido-2,1,0,1,YELLOW,675
test3_43,444.0,kresoxim-methyl-2,2,1,0,GREEN,676
test3_53,450.0,Diclobutrazol-2,3,0,2,RED,677
test3_55,456.0,etrimfos-2,1,0,0,GREEN,678
test3_49,547.0,ametoctradin-1,1,0,0,GREEN,679
test3_20,86.0,fensulfothion oxon-2,1,0,0,GREEN,680
test3_33,230.0,iodosulfuron-methyl-sodium-2,1,0,0,GREEN,681
test3_41,328.0,isoprothiolane-2,1,0,0,GREEN,682
test3_16,34.0,dicrotophos-2,1,0,0,GREEN,683
test3_17,682.0,fenpyroximate-2,1,0,0,GREEN,684
test3_36,673.0,spiromesifen-1,1,0,0,GREEN,685
test3_54,466.0,tebuconazole-2,1,0,0,GREEN,686
test3_6,516.0,oxadiargyl-2,5,1,3,RED,687
test3_11,34.0,dicrotophos-2,1,0,0,GREEN,688
test3_38,362.0,triazophos-2,1,0,0,GREEN,689
test3_52,436.0,dimoxystrobin-2,1,0,0,GREEN,690
test3_8,119.0,thiophanate-methyl-1,1,0,0,GREEN,691
test3_39,76.0,thiacloprid-2,1,0,0,GREEN,692
test3_52,201.0,mesosulfuron-methyl-1,1,0,0,GREEN,693
test3_21,262.0,promecarb-2,1,0,0,GREEN,694
test3_4,362.0,triazophos-2,1,0,0,GREEN,695
test3_52,498.0,diazinon-2,1,0,0,GREEN,696
test3_43,379.0,acetochlor-1,1,0,0,GREEN,697
test3_28,56.0,carbendazim-2,3,1,1,RED,698
test3_56,700.0,bifenthrin-2,3,2,0,GREEN,699
test3_52,529.0,pyraclostrobin-1,1,0,0,GREEN,700
test3_44,159.0,carboxin-1,1,0,0,GREEN,701
test3_37,24.0,flonicamid-2,1,0,0,GREEN,702
test3_11,361.0,triazophos-1,2,0,1,RED,703
test3_5,176.0,chlortoluron-2,1,0,0,GREEN,704
test3_50,481.0,penthiopyrad-1,1,0,0,GREEN,705
test3_50,18.0,oxamyl-2,1,0,0,GREEN,706
test3_31,497.0,diazinon-1,1,0,0,GREEN,707
test3_53,428.0,parathion-2,1,0,0,GREEN,708
test3_18,567.0,amisulbrom-1,2,0,1,RED,709
test3_11,328.0,isoprothiolane-2,3,0,3,RED,710
test3_55,371.0,fluopyram-1,1,0,0,GREEN,711
test3_24,447.0,silthiofam-1,1,0,0,GREEN,712
test3_43,141.0,pirimicarb-desmethyl-formamido-1,1,0,0,GREEN,713
test3_40,393.0,iprodione-1,1,0,0,GREEN,714
test3_24,421.0,fenoxanil-1,1,0,0,GREEN,715
test3_25,3.0,propamocarb-1,1,0,0,GREEN,716
test3_56,109.0,cyanazine-1,1,0,0,GREEN,717
test3_46,27.0,chlordimeform-1,1,0,1,YELLOW,718
test3_35,571.0,clethodim-1,1,0,0,GREEN,719
test3_4,201.0,mesosulfuron-methyl-1,1,0,0,GREEN,720
test3_43,8.0,omethoate-2,1,0,1,YELLOW,721
test3_29,637.0,piperonyl butoxide-1,1,0,0,GREEN,722
test3_47,407.0,chromafenozide-1,1,0,0,GREEN,723
test3_50,445.0,penconazole-1,1,0,0,GREEN,724
test3_22,378.0,fenarimol-2,1,0,0,GREEN,725
test3_51,549.0,difenoconazole-1,1,0,0,GREEN,726
test3_16,665.0,propargite-1,1,0,0,GREEN,727
test3_32,548.0,ametoctradin-2,1,0,0,GREEN,728
test3_31,164.0,fenthion sulfoxide-2,1,0,0,GREEN,729
test3_36,208.0,metazachlor-2,1,0,0,GREEN,730
test3_51,66.0,sulfoxaflor-2,1,0,0,GREEN,731
test3_27,353.0,triflusulfuron-methyl-1,1,0,0,GREEN,732
test3_41,441.0,chlorbenzuron-1,1,0,0,GREEN,733
test3_27,555.0,spinosad A-1,1,0,0,GREEN,734
test3_20,632.0,tolfenpyrad-2,1,0,0,GREEN,735
test3_53,679.0,chlorfluazuron-1,1,0,0,GREEN,736
test3_40,64.0,metamitron-2,1,0,0,GREEN,737
test3_18,446.0,penconazole-2,1,0,0,GREEN,738
test3_42,394.0,iprodione-2,2,0,1,RED,739
test3_56,274.0,bensulfuron-methyl-2,1,0,0,GREEN,740
test3_14,284.0,terbufos sulfoxide-2,3,0,2,RED,741
test3_22,646.0,pendimethalin-2,3,1,2,RED,742
test3_14,350.0,bromuconazole-2,3,0,2,RED,743
test3_46,263.0,linuron-1,1,0,0,GREEN,744
test3_29,573.0,indoxacarb-1,1,0,0,GREEN,745
test3_39,301.0,halosulfuron-methyl-1,1,0,0,GREEN,746
test3_34,418.0,fenothiocarb-2,1,0,0,GREEN,747
test3_45,372.0,fluopyram-2,1,0,0,GREEN,748
test3_7,275.0,flucetosulfuron-1,1,0,0,GREEN,749
test3_29,457.0,picoxystrobin-1,1,0,0,GREEN,750
test3_52,217.0,fensulfothion-1,1,0,0,GREEN,751
test3_27,162.0,fenamiphos sulfone-2,1,0,0,GREEN,752
test3_48,282.0,ethofumesate-2,1,0,0,GREEN,753
test3_15,612.0,enestroburin-2,1,0,0,GREEN,754
test3_12,413.0,thifluzamide-1,1,0,0,GREEN,755
test3_44,526.0,bitertanol-2,1,0,0,GREEN,756
test3_14,126.0,bendiocarb-2,3,0,2,RED,757
test3_14,283.0,terbufos sulfoxide-1,2,0,1,RED,758
test3_44,572.0,clethodim-2,1,0,0,GREEN,759
test3_37,163.0,fenthion sulfoxide-1,1,0,0,GREEN,760
test3_52,186.0,isoprocarb-2,1,0,0,GREEN,761
test3_55,261.0,promecarb-1,2,0,1,RED,762
test3_45,278.0,terbufos sulfone-2,2,0,1,RED,763
test3_35,275.0,flucetosulfuron-1,1,0,0,GREEN,764
test3_24,469.0,iprobenfos-1,1,0,0,GREEN,765
test3_17,255.0,phosmet-1,1,0,0,GREEN,766
test3_18,134.0,metribuzin-2,2,0,1,RED,767
test3_31,145.0,ethirimol-1,1,0,0,GREEN,768
test3_18,91.0,tricyclazole-1,1,0,0,GREEN,769
test3_31,577.0,pretilachlor-1,1,0,0,GREEN,770
test3_48,428.0,parathion-2,1,0,0,GREEN,771
test3_51,504.0,flubendiamide-2,2,1,0,GREEN,772
test3_3,300.0,ethiprole-2,2,1,0,GREEN,773
test3_44,274.0,bensulfuron-methyl-2,1,0,0,GREEN,774
test3_18,380.0,acetochlor-2,2,1,1,YELLOW,775
test3_25,361.0,triazophos-1,2,0,1,RED,776
test3_54,149.0,amidosulfuron-1,1,0,0,GREEN,777
test3_34,319.0,fluxapyroxad-1,1,0,0,GREEN,778
test3_5,665.0,propargite-1,5,1,3,RED,779
test3_5,249.0,phenmedipham-1,1,0,0,GREEN,780
test3_26,359.0,propyrisulfuron-1,1,0,0,GREEN,781
test3_23,422.0,fenoxanil-2,1,0,1,YELLOW,782
test3_32,376.0,iprovalicarb-2,1,0,0,GREEN,783
test3_6,323.0,flutolanil-1,1,0,0,GREEN,784
test3_23,24.0,flonicamid-2,1,0,0,GREEN,785
test3_29,157.0,carbaryl-1,1,0,0,GREEN,786
test3_55,568.0,amisulbrom-2,1,0,0,GREEN,787
test3_51,357.0,isazofos-1,1,0,0,GREEN,788
test3_54,570.0,trifloxystrobin-2,1,0,0,GREEN,789
test3_24,417.0,fenothiocarb-1,1,0,0,GREEN,790
test3_29,183.0,phorate sulfoxide-1,1,0,0,GREEN,791
test3_44,272.0,pyriftalid-2,1,0,0,GREEN,792
test3_32,175.0,chlortoluron-1,1,0,0,GREEN,793
test3_34,444.0,kresoxim-methyl-2,2,1,0,GREEN,794
test3_9,354.0,triflusulfuron-methyl-2,1,0,1,YELLOW,795
test3_46,398.0,propisochlor-2,1,0,0,GREEN,796
test3_53,228.0,fenpropidin-2,1,0,0,GREEN,797
test3_30,503.0,flubendiamide-1,1,0,0,GREEN,798
test3_41,454.0,fenthion-2,1,0,0,GREEN,799
test3_32,150.0,amidosulfuron-2,1,0,0,GREEN,800
test3_14,472.0,carfentrazone-ethyl-2,1,0,0,GREEN,801
test3_46,611.0,enestroburin-1,1,0,0,GREEN,802
test3_31,352.0,pyrazosulfuron-ethyl-2,1,0,0,GREEN,803
test3_16,221.0,heptenophos-1,1,0,0,GREEN,804
test3_47,302.0,halosulfuron-methyl-2,1,0,0,GREEN,805
test3_4,213.0,forchlorfenuron-1,1,0,0,GREEN,806
test3_21,650.0,hexythiazox-2,1,0,0,GREEN,807
test3_32,357.0,isazofos-1,1,0,0,GREEN,808
test3_35,48.0,methiocarb sulfoxide-2,1,0,0,GREEN,809
test3_4,457.0,picoxystrobin-1,4,0,3,RED,810
test3_15,198.0,imazalil-2,1,0,0,GREEN,811
test3_45,606.0,novaluron-2,1,0,0,GREEN,812
test3_15,455.0,etrimfos-1,2,1,0,GREEN,813
test3_40,400.0,diflubenzuron-2,2,0,1,RED,814
test3_25,109.0,cyanazine-1,1,0,0,GREEN,815
test3_12,464.0,tebufenozide-2,3,1,1,RED,816
test3_33,404.0,spirotetramat-2,1,0,0,GREEN,817
test3_4,141.0,pirimicarb-desmethyl-formamido-1,1,0,0,GREEN,818
test3_29,386.0,tetraconazole-2,1,0,0,GREEN,819
test3_56,632.0,tolfenpyrad-2,1,0,0,GREEN,820
test3_18,420.0,cyprodinil-2,1,0,0,GREEN,821
test3_19,296.0,terbuthylazine-2,1,0,0,GREEN,822
test3_4,544.0,dimepiperate-2,6,0,6,RED,823
test3_23,34.0,dicrotophos-2,1,0,0,GREEN,824
test3_4,297.0,flurtamone-1,1,0,0,GREEN,825
test3_49,247.0,azinphos-methyl-1,1,0,0,GREEN,826
test3_15,452.0,phenthoate-2,2,0,1,RED,827
test3_53,523.0,triflumuron-1,1,0,0,GREEN,828
test3_11,598.0,oxaziclomefone-2,2,0,1,RED,829
test3_48,633.0,lactofen-1,1,0,0,GREEN,830
test3_5,633.0,lactofen-1,1,0,0,GREEN,831
test3_47,438.0,phoxim-2,1,0,0,GREEN,832
test3_55,373.0,triticonazole-1,1,0,0,GREEN,833
test3_19,642.0,spinetoram L-2,1,0,0,GREEN,834
test3_17,282.0,ethofumesate-2,1,0,0,GREEN,835
test3_36,278.0,terbufos sulfone-2,3,1,1,RED,836
test3_22,290.0,fenamidone-2,1,0,0,GREEN,837
test3_7,126.0,bendiocarb-2,1,0,1,YELLOW,838
test3_9,309.0,azoxystrobin-1,1,0,0,GREEN,839
test3_3,264.0,linuron-2,1,0,0,GREEN,840
test3_52,432.0,fenamiphos-2,1,0,0,GREEN,841
test3_7,683.0,spirodiclofen-1,2,0,2,RED,842
test3_34,195.0,atrazine-1,1,0,0,GREEN,843
test3_29,414.0,thifluzamide-2,1,0,0,GREEN,844
test3_25,423.0,bupirimate-1,1,0,0,GREEN,845
test3_33,212.0,isocarbophos-2,1,0,0,GREEN,846
test3_48,450.0,Diclobutrazol-2,3,0,2,RED,847
test3_22,418.0,fenothiocarb-2,1,0,0,GREEN,848
test3_12,211.0,isocarbophos-1,1,0,0,GREEN,849
test3_13,518.0,chlorpyrifos-methyl-2,2,0,1,RED,850
test3_56,314.0,molinate-2,1,0,0,GREEN,851
test3_22,558.0,diflufenican-2,1,0,0,GREEN,852
test3_11,675.0,Proquinazid-1,1,0,0,GREEN,853
test3_42,104.0,phosphamidon-2,1,0,0,GREEN,854
test3_11,292.0,fenpropimorph-2,1,0,0,GREEN,855
test3_27,534.0,metrafenone-2,1,0,0,GREEN,856
test3_33,507.0,benalaxyl-1,1,0,0,GREEN,857
test3_36,238.0,clethodim sulfoxide-2,1,0,1,YELLOW,858
test3_37,680.0,chlorfluazuron-2,1,0,0,GREEN,859
test3_26,56.0,carbendazim-2,3,0,3,RED,860
test3_25,45.0,imidaclothiz-1,1,0,0,GREEN,861
test3_36,341.0,procymidone-1,1,0,0,GREEN,862
test3_26,567.0,amisulbrom-1,1,0,0,GREEN,863
test3_54,528.0,diniconazole-2,1,0,0,GREEN,864
test3_28,123.0,thidiazuron-1,1,0,0,GREEN,865
test3_30,386.0,tetraconazole-2,1,0,0,GREEN,866
test3_43,178.0,simetryn-2,1,0,0,GREEN,867
test3_30,154.0,sulfentrazone-2,1,0,0,GREEN,868
test3_21,670.0,etoxazole-2,1,0,0,GREEN,869
test3_26,329.0,mepronil-1,1,0,0,GREEN,870
test3_21,696.0,etofenprox-2,1,0,0,GREEN,871
test3_28,305.0,boscalid-1,1,0,0,GREEN,872
test3_50,352.0,pyrazosulfuron-ethyl-2,1,0,0,GREEN,873
test3_43,346.0,sedaxane-2,2,0,1,RED,874
test3_42,16.0,nitenpyram-2,1,0,0,GREEN,875
test3_16,615.0,metamifop-1,1,0,0,GREEN,876
test3_48,692.0,tau-fluvalinate-2,1,0,0,GREEN,877
test3_21,394.0,iprodione-2,2,0,1,RED,878
test3_31,502.0,tolclofos-methyl-2,1,0,0,GREEN,879
test3_21,392.0,cyclosulfamuron-2,1,0,0,GREEN,880
test3_49,625.0,propaquizafop-1,1,0,0,GREEN,881
test3_49,271.0,pyriftalid-1,1,0,0,GREEN,882
test3_24,56.0,carbendazim-2,2,0,2,RED,883
test3_33,314.0,molinate-2,1,0,0,GREEN,884
test3_49,512.0,coumaphos-2,1,0,0,GREEN,885
test3_18,118.0,triasulfuron-2,1,0,0,GREEN,886
test3_44,52.0,3-hydroxy carbofuran-2,1,0,0,GREEN,887
